0,38,57
1,38,132
2,38,192
3,38,290
4,38,350
5,38,425
6,67,192
7,67,290
8,97,240
9,127,132
10,127,202
11,127,279
12,127,349
13,321,57
14,321,191
15,321,289
16,321,425
17,515,132
18,515,202
19,515,279
20,515,349
21,545,241
22,575,192
23,575,290
24,604,57
25,604,132
26,604,192
27,604,290
28,604,350
29,604,425
30,271,241
31,371,241
